Base_ID	Panel	PH	EH
Ames27157	NCRIPS	4.378835452	3.755229635
Ames27159	NCRIPS	4.075971452	-1.491644365
Ames27160	NCRIPS	2.235971452	-1.221386365
Ames27161	NCRIPS	10.10537545	9.995901635
Ames27162	NCRIPS	-3.065528548	-2.302697365
Ames27163	NCRIPS	-1.934296548	6.931086635
Ames27164	NCRIPS	-18.67112055	-19.88509136
Ames27165	NCRIPS	-2.412512548	0.076335635
Ames27166	NCRIPS	2.706919452	-3.686444365
Ames27167	NCRIPS	3.072987452	3.094464635
Ames27168	NCRIPS	-6.892084548	-12.93631736
Ames27169	NCRIPS	-5.401316548	1.400655635
Ames27170	NCRIPS	-6.407060548	-6.312020365
Ames27171	NCRIPS	-25.20450055	-13.74969536
Ames27172	NCRIPS	-0.566348548	-6.471980365
Ames27173	NCRIPS	-17.24898455	-11.86718936
Ames27174	NCRIPS	-11.38564055	-8.798003365
Ames27175	NCRIPS	-11.97260055	-13.34142536
Ames27176	NCRIPS	-53.43580455	-20.16883436
Ames27178	NCRIPS	-17.56739655	-20.76217436
Ames27179	NCRIPS	6.235671452	-5.194532365
Ames27180	NCRIPS	-18.30091255	-17.32154636
Ames27181	NCRIPS	-5.904280548	-7.822898365
Ames27182	NCRIPS	12.26369545	7.708845635
Ames27183	NCRIPS	-34.09648455	-31.64903336
Ames27184	NCRIPS	-21.01905255	-17.68433936
Ames27185	NCRIPS	2.517583452	1.939218635
Ames27187	NCRIPS	2.765983452	-14.20362836
Ames27188	NCRIPS	-6.064728548	-1.376882365
Ames27189	NCRIPS	9.523291452	16.02834664
Ames27190	NCRIPS	3.170783452	-9.771713365
Ames27191	NCRIPS	-21.18557255	-17.73344336
Ames27192	NCRIPS	-20.10015655	-27.15369236
Ames27193	NCRIPS	-3.880924548	-2.461727365
Ames27194	NCRIPS	-34.22224855	-26.59280936
Ames27196	NCRIPS	-30.86176455	-26.21262536
Ames27259	NCRIPS	11.83313545	30.99297664
Ames27260	NCRIPS	-35.04555655	-18.36435536
Ames27261	NCRIPS	-13.98740055	-6.784274365
Ames27444	NCRIPS	-29.83679255	-27.39502736
Ames27445	NCRIPS	-42.37308055	-30.86299736
Ames27446	NCRIPS	-19.83584055	-24.59526236
Ames27447	NCRIPS	-31.59693655	-26.56723436
Ames28184	NCRIPS	-11.99688855	-8.668640365
Ames28185	NCRIPS	-18.77268855	-8.250326365
Ames28186	NCRIPS	-38.15515655	-33.48457436
Ames28290	NCRIPS	-40.40492455	-31.22467436
Ames28291	NCRIPS	2.635527452	12.442266639999998
Ames28360	NCRIPS	-7.728732548	-17.57236736
Ames28362	NCRIPS	3.064707452	9.516579635
Ames28364	NCRIPS	-44.06560455	-32.92750436
Ames28365	NCRIPS	-18.47258455	-11.89006736
Ames28366	NCRIPS	-16.29016055	-12.01608236
Ames28367	NCRIPS	23.35392745	21.87869764
Ames28411	NCRIPS	-6.621604548	-15.85605236
Ames28412	NCRIPS	-36.61765255	-27.06645836
Ames28413	NCRIPS	-24.20777255	-27.19256636
Ames28415	NCRIPS	0.189891452	-16.20033836
Ames28416	NCRIPS	-18.45933655	-16.84799036
Ames28417	NCRIPS	-23.44196455	-22.34866136
Ames28418	NCRIPS	18.00118345	6.060327635
Ames28419	NCRIPS	-15.37384055	-10.20230336
Ames28420	NCRIPS	0.415199452	-3.951866365
Ames28422	NCRIPS	9.834343452	7.771527635
Ames28423	NCRIPS	-6.831824548	-11.22139736
Ames28424	NCRIPS	-33.54816455	-38.56060736
Ames28425	NCRIPS	-8.664648548	-11.76237836
Ames28426	NCRIPS	-48.18122455	-39.38254136
Ames28927	NCRIPS	-3.685608548	-7.296890365
Ames28928	NCRIPS	-12.91578455	-6.462215365
Ames28930	NCRIPS	2.590999452	-12.09996836
Ames28931	NCRIPS	1.957947452	13.66893664
Ames28934	NCRIPS	6.665771452	-7.490702365
Ames28936	NCRIPS	-4.316728548	0.274239635
Ames28937	NCRIPS	4.509567452	-0.144911365
Ames28939	NCRIPS	-0.483272548	-0.954011365
Ames28940	NCRIPS	-36.99660055	-24.48031436
Ames28941	NCRIPS	-11.26328055	2.465598635
Ames28942	NCRIPS	-17.72085255	-8.693843365
Ames28943	NCRIPS	23.52550745	21.44494564
Ames28944	NCRIPS	-40.14474855	-23.53850336
Ames28945	NCRIPS	-20.21120055	-12.77291636
Ames28946	NCRIPS	-4.196208548	8.642379635
Ames28947	NCRIPS	-13.00364455	-2.835215365
Ames28948	NCRIPS	6.384159452	-15.92124536
Ames28949	NCRIPS	-10.78451255	-24.28473536
Ames28950	NCRIPS	-16.90453655	-15.75468236
Ames28952	NCRIPS	27.77443545	12.21460264
Ames28953	NCRIPS	1.094251452	-2.879576365
Ames28954	NCRIPS	-14.18547655	-5.148776365
Ames28970	NCRIPS	-19.48596455	-3.010706365
Ames28971	NCRIPS	-47.64679655	-30.56139836
Ames28972	NCRIPS	-30.06430855	-10.87292636
Ames28973	NCRIPS	-28.77649255	-19.01563436
Ames28974	NCRIPS	-35.24620855	-22.62394136
Ames28975	NCRIPS	-22.57642855	-1.245752365
Ames28976	NCRIPS	-46.32365255	-22.45040336
Ames28977	NCRIPS	-11.91013255	-12.79718936
Ames28978	NCRIPS	-32.61749255	-20.52381536
Ames28979	NCRIPS	-17.43629655	-11.73382736
Ames28980	NCRIPS	-23.64841255	-8.253116365
Ames28981	NCRIPS	-20.20384055	-10.03611236
Ames28982	NCRIPS	-33.56343655	-16.42465436
Ames28983	NCRIPS	-27.74600055	-6.415343365
Ames28984	NCRIPS	-45.10051255	-30.20837036
Ames28985	NCRIPS	-42.07104455	-18.50701736
Ames28986	NCRIPS	-33.53050055	-15.53994536
Ames28987	NCRIPS	-11.84416855	-2.713292365
Ames28988	NCRIPS	-32.90306055	-9.016925365
Ames28990	NCRIPS	-28.41244855	-19.55317436
Ames28991	NCRIPS	-25.63386455	-29.45916236
Ames28992	NCRIPS	-16.06834855	-1.660625365
Ames28994	NCRIPS	-42.18668855	-22.61650136
Ames28995	NCRIPS	-14.65357255	-10.40206736
Ames28997	NCRIPS	-15.26196855	11.14826464
Ames28998	NCRIPS	-5.577772548	10.83587764
Ames28999	NCRIPS	-3.896196548	15.61142764
Ames29000	NCRIPS	-1.494812548	14.41786564
Ames29001	NCRIPS	-49.34861255	-22.82175236
Ames29002	NCRIPS	-44.60279255	-26.58825236
Ames29003	NCRIPS	-35.26092855	-27.53666636
Ames29004	NCRIPS	-42.04142055	-27.58725836
Ames29005	NCRIPS	-21.07682855	-13.61884436
Ames29006	NCRIPS	-17.89868855	-19.16759636
Ames29007	NCRIPS	-31.20069255	-13.77368936
Ames29008	NCRIPS	-23.89423655	-12.36855236
Ames29009	NCRIPS	0.354387452	-3.409862365
Ames29010	NCRIPS	-18.27285255	-16.81990436
Ames29011	NCRIPS	-22.99916855	-17.77101536
Ames29012	NCRIPS	-31.75131255	-13.15719236
Ames29013	NCRIPS	-33.96980055	-24.49268336
Ames29014	NCRIPS	-26.54521655	-11.94744836
Ames29015	NCRIPS	-22.87276055	-19.23688136
Ames29016	NCRIPS	-23.31104855	-14.03018336
Ames29017	NCRIPS	-30.92588855	-15.76277336
Ames29018	NCRIPS	-28.57160855	-14.86327736
Ames29019	NCRIPS	-30.83517655	-12.39580136
Ames29020	NCRIPS	-24.90044055	-11.29337936
Ames29021	NCRIPS	-39.17460855	-12.49559036
Ames29022	NCRIPS	-6.802476548	5.470149635
Ames29023	NCRIPS	-16.81042055	1.861749635
Ames29024	NCRIPS	-15.15488055	2.455368635
Ames29025	NCRIPS	-13.56098055	4.754421635
Ames29026	NCRIPS	-12.71044055	-1.053521365
Ames29027	NCRIPS	-7.020516548	0.922170635
Ames29028	NCRIPS	-6.381944548	12.24073564
Ames29030	NCRIPS	-9.722648548	-11.29449536
Ames29045	NCRIPS	-5.192936548	8.060292635
Ames29394	NCRIPS	-7.872068548	10.73181064
Ames29451	NCRIPS	34.79955545	23.29192564
Ames7870	NCRIPS	17.29075945	9.458082635
Ames7871	NCRIPS	-5.561764548	4.227297635
Ames8396	NCRIPS	-12.50390055	-5.094929365
Ames8399	NCRIPS	-54.93595655	-36.45759836
B10	ASSO	-0.791104548	-1.126991365
B103	ASSO	-38.96190455	-21.09781136
B104	ASSO	-22.43042455	-20.97784136
B105	ASSO	-7.558624548	-14.27998136
B109	ASSO	10.80457545	2.444208635
B10_22	USP	-2.356892708	-7.337709366
B115	ASSO	7.073975452	10.37710864
B11_23	USP	-2.126310526	-10.23180153
B12_24	USP	17.3243017	6.963873744
B14A	ASSO	1.067295452	-7.710461365
B164	ASSO	2.692015452	-7.399841365
B1_13	USP	-5.531070608	7.275956649
B2_14	USP	11.6594066	1.899261679
B37	ASSO	-2.332104548	-5.699801365
B3_15	USP	17.23125832	15.26712282
B46	ASSO	0.165695452	-20.23198136
B4_16	USP	8.869517039	-0.931663521
B52	ASSO	7.246015452	2.367018635
B57	ASSO	-25.36614455	-21.58141136
B5_17	USP	21.88850348	14.56044364
B64	ASSO	-35.49810455	-20.74906136
B68	ASSO	3.512655452	-2.617781365
B6_18	USP	10.11220096	8.558605808
B73	ASSO	14.762132373076923	6.208991711923077
B73Htrhm	ASSO	11.13301545	1.667658635
B75	ASSO	-8.996584548	-10.25680136
B76	ASSO	-15.38782455	-18.50311136
B77	ASSO	-3.035904548	-14.71987136
B79	ASSO	-7.962504548	-0.447161365
B7_19	USP	24.88038367	14.63920117
B84	ASSO	-1.982504548	-0.843341365
B8_20	USP	-22.05830393	-19.01348901
B97	ASSO	5.659935452	1.5718686350000002
B9_21	USP	-11.05695358	-18.43235707
C103	ASSO	-15.76502455	-19.25083136
C10_34	USP	10.65143121	16.92360501
C11_35	USP	8.308513759	17.46818799
C123	ASSO	-25.39466455	-19.07320136
C12_36	USP	5.170965261	9.321285732
C1_25	USP	-21.88441795	-16.77336733
C2_26	USP	-9.535725587	-15.4555517
C3_27	USP	-25.23526369	-19.67512198
C49A	ASSO	-32.36458455	-24.49417136
C4_28	USP	-31.55440042	-25.32932152
C5_29	USP	5.856110689	0.594761717
C6_30	USP	-5.262373195	-4.114248916
C7_31	USP	-6.325981767	2.258093129
C8_32	USP	3.202722236	1.508741553
C9_33	USP	-2.666346183	10.3408888
CH701	ASSO	-4.520784548	-3.515231365
CH9	ASSO	-27.36622455	-31.74910136
CI	ASSO	30.20001545	20.74288864
CI187	ASSO	-27.69650455	-5.524961365
CI21E	ASSO	4.759255452	-5.311061365
CI28A	ASSO	-8.428944548	2.374458635
CI31A	ASSO	-18.13494455	-0.599681365
CI3A	ASSO	17.65305545	3.519288635
CI64	ASSO	1.703015452	9.577308635
CI66	ASSO	-24.64946455	-21.66976136
CI90C	ASSO	-20.08258455	-6.737681365
CI91B	ASSO	-20.37054455	-11.82943136
CIze21	NCRIPS	6.387655452	1.219584635
CIze23	NCRIPS	23.01012345	12.47286364
CIze27	NCRIPS	4.189867452	4.348755635
CIze28	NCRIPS	-14.69405255	-5.939555365
CIze29	NCRIPS	-6.007412548	-11.08589636
CIze3	NCRIPS	-8.312840548	15.71298364
CIze317	NCRIPS	11.74251545	11.21206264
CIze38	NCRIPS	-7.171120548	-3.100079365
CIze40	NCRIPS	0.751827452	-19.58116736
CIze42	NCRIPS	-7.021068548	3.557697635
CIze44	NCRIPS	-8.290576548	0.067035635
CIze45	NCRIPS	-23.89846855	-9.405944365
CIze49	NCRIPS	22.43217945	7.315827635
CIze7	NCRIPS	15.24716345	9.548943635
CIze81	NCRIPS	-9.010200548	4.259847635
CIze82	NCRIPS	-0.016188548	-8.643344365
CIze83	NCRIPS	7.640879452	-10.86381236
CIze86	NCRIPS	-19.88165655	-14.66788436
CIze89	NCRIPS	-24.31725255	-7.745150365
CIze90	NCRIPS	-18.21121255	-6.598832365
CIze91	NCRIPS	-27.09951655	-10.63958936
CM105	ASSO	-25.50046455	-23.17171136
CM174	ASSO	-36.83854455	-24.89500136
CM37	ASSO	-44.23718455	-39.40765136
CM7	ASSO	-50.11966455	-40.40275136
CML10	ASSO	36.60781545	32.33347864
CML101	NCRIPS	-4.075320548	-8.560481365
CML103	ASSO	6.315895452	28.46560864
CML107	NCRIPS	11.15371545	15.37697464
CML108	ASSO	-1.810464548	-3.971861365
CML11	ASSO	22.81793545	31.34395864
CML115	NCRIPS	4.988795452	0.042762635
CML116	NCRIPS	-0.771508548	2.160000635
CML118	NCRIPS	-21.20737655	-10.01695436
CML139	NCRIPS	-0.862772548	3.223176635
CML14	ASSO	-0.523384548	10.20412864
CML142	NCRIPS	37.31925145	36.94348864
CML144	NCRIPS	12.61182345	7.025760635
CML154Q	ASSO	-9.536624548	3.243078635
CML157Q	ASSO	31.32977545	40.28125864
CML158Q	ASSO	11.36025545	20.72521864
CML172	NCRIPS	19.86179145	9.125886635
CML176	NCRIPS	38.86632345	12.58790464
CML184	NCRIPS	-23.79064455	-14.18121536
CML195	NCRIPS	39.78558745	39.64216264
CML196	NCRIPS	23.50508345	20.68885564
CML197	NCRIPS	-11.21185255	-8.752619365
CML198	NCRIPS	24.75977945	29.85037864
CML199	NCRIPS	0.010491452	3.326127635
CML200	NCRIPS	20.20329545	18.30452164
CML201	NCRIPS	5.809435452	-7.347947365
CML204	NCRIPS	44.99333945	36.15596464
CML206	NCRIPS	4.952639452	12.15257164
CML211	NCRIPS	1.904955452	2.654946635
CML212	NCRIPS	-13.70726055	3.633306635
CML213	NCRIPS	-14.15171255	-13.34505236
CML214	NCRIPS	28.67226345	31.81751464
CML215	NCRIPS	50.41710745	59.06670064
CML217	NCRIPS	13.57828345	16.57546564
CML218	ASSO	17.97413545	7.917258635
CML219	NCRIPS	-25.82669655	-1.917305365
CML220	ASSO	-28.45090455	-22.75693136
CML223	NCRIPS	29.83781145	17.32430164
CML224	NCRIPS	50.59889945	38.78721364
CML225	NCRIPS	-9.969668548	-11.11584236
CML226	NCRIPS	36.52749945	25.31588464
CML227	NCRIPS	9.817507452	12.07017364
CML228	ASSO	9.288415452	22.66054864
CML229	NCRIPS	37.80832345	56.04252664
CML230	NCRIPS	-14.40747255	-12.31117136
CML231	NCRIPS	-13.40209655	1.868631635
CML233	NCRIPS	9.523751452	2.528280635
CML234	NCRIPS	-12.93473655	-16.91634536
CML235	NCRIPS	-30.96636855	-9.354050365
CML236	NCRIPS	-23.24232455	-3.910760365
CML238	ASSO	-10.37566455	-1.844951365
CML242	NCRIPS	-1.940736548	4.651098635
CML246	NCRIPS	-6.838080548	-2.956208365
CML247	ASSO	-6.180464548	7.121178635
CML254	ASSO	21.59341545	33.20302864
CML255	NCRIPS	4.239823452	8.711013635
CML258	ASSO	18.27405545	31.65643864
CML261	ASSO	33.33997545	36.63379864
CML264	ASSO	2.776655452	-13.56760136
CML269	NCRIPS	13.29795945	7.894287635
CML277	ASSO	19.82425545	16.46302864
CML281	ASSO	-5.951384548	17.26933864
CML287	ASSO	41.44333545	33.07282864
CML288	NCRIPS	12.67042745	0.075684635
CML295	NCRIPS	25.31269945	24.34487164
CML304	NCRIPS	20.58527945	22.55025064
CML308	NCRIPS	17.37300745	15.23654464
CML309	NCRIPS	9.831215452	31.27011664
CML310	NCRIPS	30.38815545	2.989653635
CML311	ASSO	26.07105545	10.56403864
CML312	NCRIPS	25.69845545	9.496584635
CML313	NCRIPS	50.74067145	39.73190764
CML314	ASSO	34.06493545	27.72346864
CML315	NCRIPS	1.736595452	-7.094150365
CML316	NCRIPS	-2.382336548	13.85902864
CML317	NCRIPS	8.863927452	-2.501159365
CML318	NCRIPS	14.00525545	4.523595635
CML319	NCRIPS	5.763803452	15.23645164
CML320	NCRIPS	-4.489320548	4.154757635
CML321	ASSO	38.15893545	26.44843864
CML322	ASSO	-10.31310455	4.652958635
CML323	ASSO	-22.47550455	-11.34862136
CML324	NCRIPS	-3.995188548	-9.423986365
CML325	NCRIPS	2.363115452	-0.285434365
CML326	NCRIPS	-13.44708455	-17.57060036
CML327	NCRIPS	22.03933945	33.60915964
CML328	ASSO	12.34465545	27.88063864
CML329	NCRIPS	-8.702828548	-16.55355236
CML330	NCRIPS	-2.577744548	8.468004635
CML331	ASSO	39.54997545	27.56164864
CML332	ASSO	-14.01242455	4.160988635
CML333	ASSO	22.20245545	34.33483864
CML334	NCRIPS	27.36107945	20.12499664
CML335	NCRIPS	5.209411452	10.61621164
CML336	NCRIPS	10.00702745	-3.788000365
CML337	NCRIPS	2.577107452	3.735699635
CML338	NCRIPS	12.08512345	21.68395564
CML339	NCRIPS	9.650895452	19.16449264
CML340	NCRIPS	15.08027545	11.27176864
CML341	ASSO	25.39761545	23.84257864
CML343	NCRIPS	-2.004492548	-3.785675365
CML344	NCRIPS	-2.172392548	-5.221502365
CML345	NCRIPS	6.838915452	1.167039635
CML346	NCRIPS	10.77439945	12.49155664
CML347	NCRIPS	8.630523452	13.77132964
CML348	NCRIPS	31.35277545	34.33548964
CML358	NCRIPS	40.64707545	8.328132635
CML359	NCRIPS	35.09082745	25.90178464
CML360	NCRIPS	6.741119452	1.141092635
CML361	NCRIPS	7.109855452	6.338955635
CML362	NCRIPS	8.863559452	6.670779635
CML363	NCRIPS	8.681399452	-0.142214365
CML365	NCRIPS	-23.00726455	-17.96343236
CML366	NCRIPS	-6.753440548	2.596170635
CML368	NCRIPS	22.25397545	3.962340635
CML370	NCRIPS	18.73111145	6.513237635
CML371	NCRIPS	-13.33226855	1.914945635
CML372	NCRIPS	5.093767452	19.44972364
CML374	NCRIPS	7.349239452	0.996663635
CML375	NCRIPS	-2.968100548	4.616967635
CML376	NCRIPS	-14.48456855	-4.996628365
CML377	NCRIPS	2.085919452	27.87366364
CML378	NCRIPS	16.86295945	15.08235064
CML379	NCRIPS	5.320087452	16.10934964
CML38	ASSO	-0.652184548	11.21596864
CML380	NCRIPS	11.33412745	14.43283864
CML381	NCRIPS	-23.50378855	-7.703207365
CML383	NCRIPS	11.95393145	35.88412564
CML386	NCRIPS	21.19910345	34.38933664
CML387	NCRIPS	-2.397608548	11.20843564
CML388	NCRIPS	35.29120345	27.36197764
CML389	NCRIPS	35.79260345	31.12987264
CML392	NCRIPS	20.26189945	21.82531564
CML395	NCRIPS	14.48816345	22.68324064
CML416	NCRIPS	29.17007545	31.06765564
CML418	NCRIPS	-5.791672548	-11.50486136
CML419	NCRIPS	-20.54948455	-8.834180365
CML420	NCRIPS	-3.198836548	9.655800635
CML421	NCRIPS	20.74149545	13.27117564
CML422	NCRIPS	-29.52040455	-30.67402136
CML423	NCRIPS	-9.903888548	3.236754635
CML424	NCRIPS	1.337315452	7.528890635
CML425	NCRIPS	18.97463545	31.78924264
CML426	NCRIPS	5.403347452	15.99421564
CML427	NCRIPS	7.212987452	4.393860635
CML429	NCRIPS	17.09912345	25.76544664
CML430	NCRIPS	18.54490345	28.39920664
CML431	NCRIPS	18.11553945	16.86199864
CML433	NCRIPS	-13.75390455	11.87161864
CML434	NCRIPS	26.82839945	7.597896635
CML436	NCRIPS	32.89754745	24.84586264
CML438	NCRIPS	-7.411056548	-7.613741365
CML440	NCRIPS	-28.03285655	-19.95391136
CML441	NCRIPS	12.86436345	30.61139764
CML448	NCRIPS	7.953955452	7.247193635
CML449	NCRIPS	26.61431545	15.76673764
CML45	ASSO	23.40305545	29.96662864
CML451	NCRIPS	7.534435452	-1.406084365
CML454	NCRIPS	17.72352745	2.140284635
CML456	NCRIPS	-28.46130055	-6.136622365
CML474	NCRIPS	-3.704744548	-2.823404365
CML476	NCRIPS	18.54186745	14.66310664
CML481	NCRIPS	12.65441945	8.767092635
CML483	NCRIPS	21.39046345	3.719703635
CML484	NCRIPS	-6.054608548	5.202216635
CML485	NCRIPS	-20.28894055	-17.19850736
CML486	NCRIPS	10.47576745	14.92499464
CML487	NCRIPS	-8.825096548	9.047859635
CML490	NCRIPS	-3.179516548	-3.878861365
CML491	NCRIPS	23.02705145	19.63860664
CML492	NCRIPS	-10.90300855	-11.42032436
CML493	NCRIPS	8.211279452	1.473381635
CML494	NCRIPS	22.28332345	26.47150264
CML496	NCRIPS	-15.42388855	-5.227361365
CML5	ASSO	36.31433545	26.41216864
CML500	NCRIPS	12.27795545	16.71384964
CML503	NCRIPS	-8.314680548	-6.590741365
CML52	ASSO	31.84773545	38.49472864
CML61	ASSO	35.45781545	19.24744864
CML69	ASSO	10.71349545	12.20641864
CML77	ASSO	2.228335452	1.312398635
CML78	NCRIPS	-4.223164548	-15.74101136
CML79	NCRIPS	0.078939452	-2.948675365
CML91	ASSO	9.348215452	9.277848635
CML92	ASSO	23.01297545	9.897228635
CML98	NCRIPS	10.03968745	10.63620664
CMV3	ASSO	-47.10390455	-32.87440136
CO106	ASSO	-41.50386455	-31.58542136
CO125	ASSO	-37.69598455	-37.92337136
CO255	ASSO	-15.08238455	-20.18734136
CUB57c	NCRIPS	-5.643920548	-8.497799365
D10_46	USP	-5.450737709	-7.227040482
D11_47	USP	1.807424635	-3.637357486
D12_48	USP	-3.168800252	-0.517023113
D1_37	USP	0.959618366	5.622896013
D2_38	USP	10.63574592	18.27143789
D3_39	USP	-3.180910071	12.09630824
D4_40	USP	-2.940765291	5.738403954
D5_41	USP	-4.914724577	8.714808621
D6_42	USP	-9.993732183	5.166070621
D7_43	USP	-3.068508181	-16.19304098
D8_44	USP	-28.4330207	-19.96335703
D940Y	ASSO	4.088575452	8.970018635
D9_45	USP	3.768198222	4.471018895
DE1	ASSO	-9.570664548	-4.299221365
DE811	ASSO	15.51497545	2.839458635
DE_2	ASSO	-13.40614455	-13.02076136
DE_3	ASSO	-6.164824548	-1.386461365
E10_59	USP	11.2347985	8.963928762
E11_60	USP	0.191075223	-10.14079662
E12_61	USP	12.60241939	6.98389832
E1_49	USP	5.422185295	1.456051135
E2558W	ASSO	0.932975452	-5.799311365
E3_52	USP	2.311544218	-6.389737325
E4_53	USP	-11.07221383	-25.28458981
E5_54	USP	-12.70871647	-28.87237964
E6_55	USP	-17.33028949	-9.820184188
E7_56	USP	21.12140102	18.13451756
E8_57	USP	8.790479373	19.34266209
E9_58	USP	-7.969745019	-6.596455099
EP1	ASSO	-43.82594455	-28.57222136
F1_62	USP	-4.84810791	-3.87250289
F2834T	ASSO	-12.77962455	-14.06701136
F2_63	USP	-0.450833071	3.512546848
F3_64	USP	6.18528427	2.191900934
F44	ASSO	24.81341545	26.84182864
F4_65	USP	24.10209686	16.80337907
F6	ASSO	9.564415452	22.48756864
F7	ASSO	-55.01314455	-34.81996136
Fe	NCRIPS	-35.86030855	-24.86849636
GA209	ASSO	5.659015452	13.36519864
GA224	NCRIPS	-18.11498055	-4.034729365
GT112	ASSO	19.32101545	8.871438635
GT601	NCRIPS	-27.76890855	-10.13887736
H105W	ASSO	-15.14034455	-8.401451365
H49	ASSO	-5.539224548	-4.560551365
H84	ASSO	-18.69430455	-22.68160136
H91	ASSO	1.644135452	1.548618635
H95	ASSO	-14.51842455	-15.18115136
H99	ASSO	-39.41270455	-38.20888136
HP301	ASSO	-4.979864548	4.360938635
Hi27	ASSO	21.28337545	27.08362864
Hy	ASSO	-19.59038455	-7.426811365
I137TN	ASSO	-9.872424548	-4.993931365
I29	ASSO	-35.30582455	-18.57193136
IA2132	ASSO	-36.89374455	-29.25856136
IDS28	ASSO	-0.939224548	11.58796864
IDS69	ASSO	-52.13078455	-25.29118136
IDS91	ASSO	-41.44774455	-23.88316136
Ia5125	ASSO	-55.22842455	-34.02295136
Il101	ASSO	-31.89354455	-41.29648136
Il14H	ASSO	-2.878584548	-16.81981136
Il677a	ASSO	-28.88606455	-22.32541136
K148	ASSO	-9.034304548	-22.71322136
K4	ASSO	4.862295452	8.307858635
K55	ASSO	-28.88238455	-18.31246136
K64	ASSO	6.137415452	9.115098635
KY226	ASSO	-0.964984548	2.933388635
KY228	ASSO	0.950455452	-4.725161365
Ki11	ASSO	-9.147464548	9.249948635
Ki14	ASSO	21.13065545	24.31873864
Ki2021	ASSO	33.72821545	35.39317864
Ki21	ASSO	-0.778224548	19.05493864
Ki3	ASSO	-16.09898455	-2.794481365
Ki43	ASSO	-29.49602455	-9.970361365
Ki44	ASSO	-22.91250455	-12.17353136
Ky21	ASSO	2.019495452	12.79696864
L317	ASSO	23.75265545	19.02982864
L578	ASSO	34.33633545	20.37553864
L690	NCRIPS	-6.458396548	16.03662364
M14	ASSO	-23.71934455	-22.30309136
M162W	ASSO	-6.056264548	7.575948635
M37W	ASSO	1.775695452	-5.867201365
MEF156	ASSO	-24.58230455	-13.92844136
MO1W	ASSO	-13.89834455	-16.19299136
MP420	NCRIPS	28.53297545	23.82723364
MP717	NCRIPS	22.22913545	27.85329664
MS1334	ASSO	-13.75206455	-17.34619136
MS153	ASSO	-9.522824548	-6.764651365
MS71	ASSO	-19.95838455	-17.00860136
Mo17	ASSO	-3.461864548	-9.868991365
Mo18W	ASSO	1.665295452	7.056078635
Mo24W	ASSO	23.39477545	21.32785864
Mo44	ASSO	-5.977144548	-15.86656136
Mo45	ASSO	17.68985545	15.44653864
Mo46	ASSO	-3.632984548	-18.37756136
Mo47	ASSO	-33.03342455	-29.41480136
MoG	ASSO	24.48129545	15.41584864
Mp339	ASSO	-1.516064548	7.719168635
Mt42	ASSO	-38.90026455	-28.72846136
N192	ASSO	-17.03830455	-15.62755136
N28Ht	ASSO	-1.960424548	-6.884621365
N6	ASSO	-15.28570455	-10.88083136
N7A	ASSO	-14.40618455	-10.51348136
NC222	ASSO	9.371215452	6.548298635
NC230	ASSO	-24.43510455	-10.28563136
NC232	ASSO	-21.21050455	-13.44391136
NC236	ASSO	-16.45962455	-4.961381365
NC238	ASSO	-22.58406455	-26.59597136
NC250	ASSO	-25.50138455	-19.90276136
NC258	ASSO	-5.989104548	-4.429421365
NC260	ASSO	5.118055452	-12.93055136
NC262	ASSO	-43.04762455	-34.40518136
NC264	ASSO	-8.772104548	-2.611271365
NC290A	ASSO	-18.81022455	-24.19378136
NC294	ASSO	15.34201545	1.384008635
NC296	ASSO	8.515615452	4.462308635
NC296A	ASSO	-12.79618455	-7.431461365
NC298	ASSO	0.227335452	1.477008635
NC300	ASSO	10.94625545	0.572118635
NC302	ASSO	-16.58934455	-17.43454136
NC304	ASSO	-49.64862455	-38.61157136
NC306	ASSO	-5.185024548	-11.59600136
NC310	ASSO	6.122695452	1.564428635
NC314	ASSO	-8.053584548	-14.93098136
NC318	ASSO	6.455735452	5.307678635
NC320	ASSO	4.486935452	12.10690864
NC324	ASSO	-3.168384548	-16.36876136
NC326	ASSO	9.091535452	3.244938635
NC328	ASSO	3.792335452	1.842498635
NC33	ASSO	38.47633545	27.85273864
NC336	ASSO	-7.467544548	-6.312671365
NC338	ASSO	-0.734984548	14.78251864
NC340	ASSO	5.681095452	3.634608635
NC342	ASSO	3.672735452	2.137308635
NC344	ASSO	9.312335452	-4.079741365
NC346	ASSO	2.649695452	3.828978635
NC348	ASSO	-0.903344548	-1.947251365
NC350	ASSO	-23.13422455	-18.99694136
NC352	ASSO	5.364615452	-3.949541365
NC354	ASSO	-6.508904548	-4.639601365
NC356	ASSO	-4.134384548	0.151758635
NC358	ASSO	-5.897104548	-10.98685136
NC360	ASSO	-32.05914455	-7.976441365
NC362	ASSO	-2.291624548	-13.62712136
NC364	ASSO	1.137215452	-7.464941365
NC366	ASSO	10.58469545	-0.832181365
NC368	ASSO	7.518335452	-5.315711365
NC44	NCRIPS	19.97228345	1.870584635
NC87	NCRIPS	-27.80552455	-16.61037536
NC89	NCRIPS	7.607207452	-2.715059365
ND246	ASSO	-31.89078455	-20.24686136
NSL117226	NCRIPS	-15.07116055	-21.56904236
NSL15405	NCRIPS	-33.47842855	-32.28868736
NSL174429	NCRIPS	-1.829048548	-16.68942536
NSL197104	NCRIPS	-28.37620055	-25.93130036
NSL197105	NCRIPS	6.075959452	22.11603364
