Base_ID	Panel	PH	EH
NSL197106	NCRIPS	10.10279945	19.30659664
NSL22628	NCRIPS	-9.744084548	-13.55448836
NSL22629	NCRIPS	19.08089545	10.97974864
NSL22630	NCRIPS	-14.95119255	-6.084542365
NSL22632	NCRIPS	2.671315452	-2.307533365
NSL22633	NCRIPS	-0.283724548	5.111634635
NSL22635	NCRIPS	-13.52086855	-10.53208136
NSL22893	NCRIPS	17.47144745	18.70907164
NSL22894	NCRIPS	17.99023545	23.23631164
NSL22983	NCRIPS	31.73227545	18.67354564
NSL22984	NCRIPS	12.66729945	9.409722635
NSL242483	NCRIPS	19.87595945	16.64549464
NSL242484	NCRIPS	-29.86200055	-26.23847936
NSL243016	NCRIPS	-21.12899255	-12.27936536
NSL28965	NCRIPS	6.918311452	-8.066000365
NSL28966	NCRIPS	-12.29920055	-21.10655336
NSL28967	NCRIPS	-40.18265255	-29.00820536
NSL29282	NCRIPS	-85.00532855	-47.63136236
NSL29284	NCRIPS	-72.35128055	-38.62626536
NSL29285	NCRIPS	-56.28283655	-45.74048636
NSL29287	NCRIPS	-56.80604055	-35.67639836
NSL29289	NCRIPS	-21.40536055	-22.67685836
NSL29303	NCRIPS	-28.21998455	-22.77246236
NSL29304	NCRIPS	-31.09535255	-15.81094736
NSL29305	NCRIPS	-9.941424548	-11.82961736
NSL29314	NCRIPS	-16.90380055	-26.90398736
NSL29316	NCRIPS	7.886151452	9.265572635
NSL29317	NCRIPS	-17.08209655	-7.902134365
NSL29319	NCRIPS	-32.25850855	-23.60890436
NSL29898	NCRIPS	-28.08226055	-20.02496336
NSL30038	NCRIPS	-2.141388548	6.071859635
NSL30046	NCRIPS	-17.13738855	-7.549478365
NSL30053	NCRIPS	-32.19318855	-22.34847536
NSL30055	NCRIPS	-20.53577655	-25.40771036
NSL30056	NCRIPS	-3.881200548	-19.46370836
NSL30058	NCRIPS	-19.21014855	-11.53685336
NSL30059	NCRIPS	-43.32445255	-28.52720936
NSL30060	NCRIPS	-1.968060548	-8.339420365
NSL30062	NCRIPS	-30.27692055	-25.50098936
NSL30063	NCRIPS	-11.45454855	-9.245426365
NSL30064	NCRIPS	7.921847452	5.248809635
NSL30065	NCRIPS	1.365651452	-9.896333365
NSL30067	NCRIPS	-6.294176548	-3.546014365
NSL30070	NCRIPS	-21.53121655	-21.73300136
NSL30071	NCRIPS	-27.16557255	-14.38814036
NSL30073	NCRIPS	-5.077016548	-6.340199365
NSL30835	NCRIPS	-37.65486055	-27.60641636
NSL30861	NCRIPS	-14.12788455	-21.16235336
NSL30862	NCRIPS	-46.15602855	-21.13045436
NSL30863	NCRIPS	-24.70034055	-20.86131236
NSL30864	NCRIPS	-26.98801255	-12.98477036
NSL30865	NCRIPS	-19.74853255	-14.40832136
NSL30866	NCRIPS	2.476643452	-17.19050936
NSL30867	NCRIPS	-28.67713255	-19.74559136
NSL30869	NCRIPS	-57.64406855	-45.26730236
NSL30871	NCRIPS	-31.95518455	-7.390262365
NSL30872	NCRIPS	-20.29197655	-11.92559336
NSL30873	NCRIPS	2.350235452	-3.748196365
NSL30874	NCRIPS	6.858511452	-2.328923365
NSL30875	NCRIPS	34.22492345	24.57504664
NSL30876	NCRIPS	-17.69665655	-16.21447436
NSL30877	NCRIPS	1.299135452	15.50819764
NSL30878	NCRIPS	-15.21909655	-6.134483365
NSL30879	NCRIPS	6.399799452	-5.214620365
NSL30883	NCRIPS	-34.70221255	-26.06494136
NSL30884	NCRIPS	23.84879545	21.37194064
NSL30885	NCRIPS	10.81377545	12.63905464
NSL30888	NCRIPS	5.043443452	-14.55842336
NSL30889	NCRIPS	13.77194345	-0.452555365
NSL30890	NCRIPS	12.52727545	17.49895564
NSL30891	NCRIPS	-20.07881255	-11.25004136
NSL30894	NCRIPS	-2.910692548	-27.22121036
NSL30895	NCRIPS	-4.458960548	-8.701562365
NSL30896	NCRIPS	-9.447568548	-10.74356336
NSL30898	NCRIPS	3.402163452	-15.47958836
NSL30901	NCRIPS	-3.106744548	2.232912635
NSL30902	NCRIPS	-12.71172855	-4.457228365
NSL30903	NCRIPS	-26.72397255	-12.33674636
NSL30904	NCRIPS	2.122167452	1.315281635
NSL30905	NCRIPS	-13.76577255	-17.87815136
NSL30906	NCRIPS	-37.22715255	-30.88485236
NSL30907	NCRIPS	-54.70108055	-39.07592036
NSL30908	NCRIPS	-54.22157655	-38.08863236
NSL30909	NCRIPS	-59.33558055	-26.18500436
NSL30910	NCRIPS	-80.17542055	-51.46259036
NSL30911	NCRIPS	-53.36358455	-31.25396936
NSL30912	NCRIPS	-76.35383255	-39.42122936
NSL30913	NCRIPS	-101.2778285	-53.43893336
NSL32722	NCRIPS	-39.89625655	-31.94393636
NSL32727	NCRIPS	-9.011764548	4.667094635
NSL32731	NCRIPS	-10.36112855	-20.28248036
NSL32732	NCRIPS	-35.34078455	-31.95593336
NSL32733	NCRIPS	-19.90806055	-17.82374636
NSL32735	NCRIPS	-19.56784455	-10.39425536
NSL32736	NCRIPS	-7.326876548	0.558075635
NSL32739	NCRIPS	-33.05145655	-18.83781836
NSL34374	NCRIPS	0.433967452	-15.35357336
NSL42804	NCRIPS	-9.456860548	1.763634635
NSL42806	NCRIPS	-31.57881255	-22.16545136
NSL42807	NCRIPS	-39.96396855	-26.98787336
NSL42808	NCRIPS	-42.34658455	-36.89460536
NSL42872	NCRIPS	-15.29545655	-7.727573365
NSL42873	NCRIPS	-33.29415255	-34.52598836
NSL42874	NCRIPS	-51.23912055	-30.29281436
NSL42875	NCRIPS	-9.852552548	-4.243793365
NSL42878	NCRIPS	-23.28832455	-20.74757336
NSL43597	NCRIPS	25.91796745	6.670407635
NSL437871	NCRIPS	20.56816745	2.346651635
NSL437877	NCRIPS	-21.19523255	-8.490824365
NSL437879	NCRIPS	-2.436616548	2.772684635
NSL437882	NCRIPS	-40.41283655	-20.13154136
NSL437890	NCRIPS	-11.66191655	-14.75390936
NSL437891	NCRIPS	-2.777568548	3.159471635
NSL437893	NCRIPS	-18.62061255	-21.81707336
NSL437895	NCRIPS	-12.95976055	2.040123635
NSL437897	NCRIPS	15.76539945	-2.336456365
NSL437899	NCRIPS	17.15708345	-7.838429365
NSL437903	NCRIPS	-18.68832455	-18.65507336
NSL437905	NCRIPS	15.51782745	4.754886635
NSL437907	NCRIPS	-8.723068548	-15.18263936
NSL437908	NCRIPS	-4.124264548	-1.883732365
NSL437910	NCRIPS	10.99253145	2.899536635
NSL437913	NCRIPS	39.54390345	18.65829364
NSL437915	NCRIPS	-18.21102855	1.089384635
NSL437923	NCRIPS	-8.879008548	-7.525019365
NSL437925	NCRIPS	14.30103545	-5.833535365
NSL437928	NCRIPS	-40.72480855	-16.29724436
NSL437930	NCRIPS	7.502971452	5.898972635
NSL437931	NCRIPS	-40.30142455	-20.91553136
NSL437932	NCRIPS	2.319323452	0.776997635
NSL437933	NCRIPS	9.320983452	6.904953635
NSL437934	NCRIPS	1.810931452	-6.273332365
NSL437936	NCRIPS	13.54921145	10.39152364
NSL437937	NCRIPS	-20.00272855	-5.073167365
NSL437939	NCRIPS	7.837483452	12.79092364
NSL437940	NCRIPS	3.346871452	2.865312635
NSL437943	NCRIPS	-10.76730855	17.42660164
NSL437945	NCRIPS	2.524115452	12.46458664
NSL437946	NCRIPS	-9.536992548	-12.66866336
NSL437948	NCRIPS	21.86095145	25.08942964
NSL437950	NCRIPS	19.34272745	27.52128664
NSL437952	NCRIPS	-14.39164855	-1.633283365
NSL437956	NCRIPS	-10.32644455	6.339420635
NSL437959	NCRIPS	-15.97892455	-10.64582036
NSL437960	NCRIPS	-24.27235655	-11.12058536
NSL437964	NCRIPS	1.214311452	-4.471178365
NSL437966	NCRIPS	-29.79695655	-17.06328536
NSL437967	NCRIPS	-13.13492855	-4.384781365
NSL437971	NCRIPS	-2.634324548	5.591886635
NSL437972	NCRIPS	-14.44519255	1.126584635
NSL437973	NCRIPS	-21.73232855	-14.52875636
NSL437976	NCRIPS	-16.87417655	-5.626238365
NSL437979	NCRIPS	-32.49283255	-13.38680936
NSL437980	NCRIPS	-39.88144455	-19.18070936
NSL437981	NCRIPS	-18.30588055	-7.149206365
NSL437982	NCRIPS	-33.58404455	-10.74681836
NSL437983	NCRIPS	-37.52440455	-13.17337436
NSL437987	NCRIPS	-15.34651655	-8.772335365
NSL437989	NCRIPS	-5.284384548	-6.967949365
NSL437990	NCRIPS	5.377035452	-6.144527365
NSL437992	NCRIPS	-1.703836548	-6.080357365
NSL437993	NCRIPS	1.449739452	-9.689036365
NSL437994	NCRIPS	-6.282768548	-9.633887365
NSL437995	NCRIPS	3.911659452	-4.627976365
NSL437996	NCRIPS	0.127423452	-4.825973365
NSL437998	NCRIPS	-25.69780455	-15.20300636
NSL438002	NCRIPS	-19.61246455	-12.95687036
NSL438010	NCRIPS	-45.25801655	-27.64575536
NSL438019	NCRIPS	-15.74708455	-6.781856365
NSL438021	NCRIPS	-16.53672055	-6.429014365
NSL438022	NCRIPS	-21.14159655	-17.36944136
NSL438023	NCRIPS	-37.77225255	-20.83331936
NSL438031	NCRIPS	-5.630764548	-17.75641436
NSL438032	NCRIPS	16.95781145	20.47560664
NSL438033	NCRIPS	-3.268756548	-9.364094365
NSL438034	NCRIPS	5.498751452	-3.600884365
NSL438037	NCRIPS	-12.53619255	2.722464635
NSL438038	NCRIPS	-6.551868548	14.88705064
NSL438039	NCRIPS	20.37542745	22.56336364
NSL438040	NCRIPS	5.978255452	10.64178664
NSL438041	NCRIPS	-1.471076548	1.050789635
NSL438042	NCRIPS	8.359399452	8.602203635
NSL438043	NCRIPS	-4.954196548	-5.774666365
NSL53083	NCRIPS	2.932135452	6.315333635
NSL53094	NCRIPS	-13.29546855	-16.49189336
NSL65863	NCRIPS	1.397207452	-10.59755336
NSL65864	NCRIPS	-12.61549655	-1.617287365
NSL65865	NCRIPS	0.086851452	-6.272309365
NSL65866	NCRIPS	-1.762072548	-8.769359365
NSL65868	NCRIPS	-12.43802855	-19.87774436
NSL65871	NCRIPS	-28.93730855	-22.01702336
NSL65872	NCRIPS	15.03188345	4.368750635
NSL65873	NCRIPS	13.20577545	14.12333464
NSL65874	NCRIPS	-18.36126455	-22.86639236
NSL67786	NCRIPS	-30.12585655	-21.59312936
NSL67788	NCRIPS	-7.790188548	-10.30860236
NSL67789	NCRIPS	-28.59920855	-10.97876036
NSL67790	NCRIPS	13.84701545	14.42353864
NSL67792	NCRIPS	-9.284728548	-5.763599365
NSL67793	NCRIPS	12.28237145	5.457036635
NSL67796	NCRIPS	-2.540116548	-2.384723365
NSL67797	NCRIPS	-19.63160055	-13.09906736
NSL67799	NCRIPS	2.509211452	11.00495164
NSL68211	NCRIPS	-17.16342455	1.654266635
NSL68252	NCRIPS	-8.235376548	-9.357863365
NSL75970	NCRIPS	-27.80791655	0.414390635
NSL75971	NCRIPS	-18.86183655	-3.081851365
NSL75976	NCRIPS	-34.27588455	-7.091918365
NSL75977	NCRIPS	-28.20774855	-5.729282365
NSL75979	NCRIPS	7.039659452	16.89919864
NSL75980	NCRIPS	-6.046236548	10.71283864
NSL81595	NCRIPS	-33.77586455	-22.98338636
NSL81596	NCRIPS	-20.76881255	-10.53542936
NSL81597	NCRIPS	-16.41620055	-20.87163536
NSL81598	NCRIPS	10.11742745	3.527472635
NSL81599	NCRIPS	-16.77352855	-24.87723836
NSL81600	NCRIPS	-37.46101655	-28.06369736
NSL8579	NCRIPS	-20.01689655	-27.62641136
NSL8581	NCRIPS	5.931243452	2.573385635
NSL8583	NCRIPS	-51.45633255	-40.45157636
NSL8585	NCRIPS	-22.51092455	-34.67702036
OH7B	ASSO	9.919535452	9.780978635
Oh40B	ASSO	-4.828984548	-12.02752136
Oh43	ASSO	-16.80186455	-18.96718136
Oh43E	ASSO	-32.23486455	-32.04670136
Oh603	ASSO	-33.86142455	-23.00896136
Os420	ASSO	5.295615452	-7.391471365
P39	ASSO	-42.14326455	-39.77128136
PI186182	NCRIPS	-20.39556855	-18.54710036
PI186183	NCRIPS	-31.27990455	-20.24444336
PI186185	NCRIPS	-59.53715255	-27.44534036
PI186190	NCRIPS	-35.46305255	-16.65799136
PI186192	NCRIPS	-1.482576548	3.223083635
PI186193	NCRIPS	-55.37700455	-37.73318636
PI186195	NCRIPS	-14.60656055	-14.71447736
PI186196	NCRIPS	-11.58675255	5.461872635
PI186197	NCRIPS	20.44608345	20.17233364
PI186199	NCRIPS	19.54807145	-3.609533365
PI186215	NCRIPS	-17.18568855	-0.548438365
PI186216	NCRIPS	16.31979145	-5.765087365
PI186217	NCRIPS	-6.034368548	-1.904471365
PI186218	NCRIPS	-21.84686855	-9.730514365
PI186220	NCRIPS	-12.52294455	-14.08217036
PI186221	NCRIPS	-35.01363255	-10.23689936
PI186223	NCRIPS	-14.67178855	0.925146635
PI186224	NCRIPS	-36.50191655	-22.52852336
PI186226	NCRIPS	-44.54584455	-17.75511236
PI186228	NCRIPS	-30.58162455	-16.34095436
PI186230	NCRIPS	-9.180216548	-21.83930036
PI198888	NCRIPS	-21.71365255	-11.71187936
PI198889	NCRIPS	-11.57562055	-11.02758536
PI198890	NCRIPS	-13.40706455	6.148677635
PI198893	NCRIPS	-17.70410855	-7.687397365
PI198895	NCRIPS	-25.16245655	-18.68948336
PI198896	NCRIPS	-49.47216855	-28.65973436
PI198897	NCRIPS	-15.89189255	-8.685380365
PI198902	NCRIPS	-25.65750855	-20.35576436
PI198904	NCRIPS	-1.241352548	13.21528264
PI200180	NCRIPS	-19.08806455	-8.517050365
PI200181	NCRIPS	-12.53177655	-18.36305336
PI200182	NCRIPS	22.25388345	-1.992914365
PI200184	NCRIPS	-28.59488455	-29.34226136
PI200189	NCRIPS	14.72920345	14.26274164
PI200192	NCRIPS	-8.477428548	-15.97369736
PI200193	NCRIPS	-5.679892548	-4.386734365
PI200194	NCRIPS	11.93194345	10.83699364
PI221733	NCRIPS	-48.43385655	-30.99849836
PI221734	NCRIPS	-12.17628855	-8.515655365
PI221735	NCRIPS	-22.34090855	-5.270978365
PI221736	NCRIPS	-20.79898855	-7.146602365
PI221737	NCRIPS	-29.25001655	-28.64280836
PI221739	NCRIPS	-31.09967655	-16.76205836
PI221741	NCRIPS	-15.90458855	2.404776635
PI221743	NCRIPS	-29.13225655	-19.71713336
PI221747	NCRIPS	-35.06690055	-23.85581936
PI221750	NCRIPS	-36.00088455	-27.72248036
PI221775	NCRIPS	-18.27193255	8.145480635
PI221785	NCRIPS	-43.28553655	-28.29852236
PI221788	NCRIPS	-6.906620548	-5.988845365
PI221789	NCRIPS	27.08075545	27.18397564
PI221790	NCRIPS	-22.53548855	-17.40943136
PI221794	NCRIPS	-17.79390055	-5.486645365
PI221797	NCRIPS	38.34836345	41.44478164
PI221804	NCRIPS	-35.14316855	-32.08222736
PI221805	NCRIPS	-67.79148455	-42.12306536
PI221811	NCRIPS	-15.28018455	-7.717901365
PI221813	NCRIPS	-13.01808855	-3.213725365
PI221817	NCRIPS	-36.06776855	-17.29392536
PI221820	NCRIPS	0.031835452	2.072022635
PI221821	NCRIPS	-0.447944548	-6.546938365
PI221822	NCRIPS	-14.28824055	-13.40745536
PI233312	NCRIPS	-23.53571255	-25.03915136
PI233313	NCRIPS	-49.20076855	-34.37718836
PI233314	NCRIPS	-55.37636055	-45.26897636
PI233315	NCRIPS	-57.91307655	-42.41322536
PI233316	NCRIPS	-38.35111655	-39.72561836
PI233317	NCRIPS	-37.62201655	-35.58172436
PI233319	NCRIPS	-33.98001255	-33.50419736
PI233320	NCRIPS	-48.41490455	-36.50791136
PI233322	NCRIPS	-80.57414855	-51.45031436
PI233323	NCRIPS	-60.72956455	-45.05098436
PI236997	NCRIPS	-28.74456855	-25.12973336
PI257507	NCRIPS	-57.36475655	-30.39204536
PI257512	NCRIPS	-17.26480855	-15.91399136
PI257516	NCRIPS	-10.17676055	-12.83820236
PI257517	NCRIPS	-47.46988055	-23.79378836
PI267165	NCRIPS	1.021663452	-17.05240436
PI267166	NCRIPS	-17.77209655	-25.99221536
PI267167	NCRIPS	-14.81742455	-9.434123365
PI267168	NCRIPS	7.835091452	-6.754979365
PI267169	NCRIPS	-35.45256455	-18.47167736
PI267170	NCRIPS	-53.70996455	-37.96652336
PI267171	NCRIPS	-16.69008455	-21.24363536
PI270297	NCRIPS	20.53164345	14.71332664
PI303925	NCRIPS	-9.922564548	-9.662066365
PI303926	NCRIPS	-21.93132455	-20.22947036
PI303928	NCRIPS	2.253911452	-14.49499736
PI303929	NCRIPS	13.58812745	25.61897164
PI303930	NCRIPS	-18.70037655	-10.46791136
PI303932	NCRIPS	-34.43568855	-17.75706536
PI303933	NCRIPS	-42.55542455	-22.72289336
PI303935	NCRIPS	-5.619816548	-7.714460365
PI303936	NCRIPS	-24.19038455	-23.32506836
PI303937	NCRIPS	6.208715452	-0.612422365
PI303938	NCRIPS	-28.01399655	-23.28917036
PI303940	NCRIPS	-14.48429255	-5.736629365
PI303941	NCRIPS	36.90791945	7.955481635
PI303942	NCRIPS	-10.15836055	4.830309635
PI303943	NCRIPS	-16.97850455	-8.789447365
PI303944	NCRIPS	11.81777145	15.17516464
PI340812	NCRIPS	-1.671452548	-3.885464365
PI340813	NCRIPS	-24.19470855	-16.88342336
PI340821	NCRIPS	-42.08300455	-27.02321336
PI340822	NCRIPS	-42.93142855	-41.54293136
PI340825	NCRIPS	-56.44954055	-45.00857636
PI340826	NCRIPS	-55.05767255	-36.31065836
PI340827	NCRIPS	-13.56024455	-7.816667365
PI340829	NCRIPS	-54.05680455	-33.41463836
PI340830	NCRIPS	-29.16068455	-22.74744536
PI340836	NCRIPS	-52.12581655	-28.37896736
PI340839	NCRIPS	-34.39318455	-11.88616136
PI340841	NCRIPS	-39.68465655	-16.80483836
PI340843	NCRIPS	-28.62588855	-7.625645365
PI340844	NCRIPS	-20.24027255	-5.012903365
PI340846	NCRIPS	-32.39034455	-13.73714036
PI340850	NCRIPS	-1.322588548	-0.437117365
PI340851	NCRIPS	-17.94468855	-8.054747365
PI340853	NCRIPS	-29.45471655	-20.89721036
PI340854	NCRIPS	6.524643452	6.482175635
PI340855	NCRIPS	-10.64485655	11.31826864
PI340856	NCRIPS	-29.41506455	-8.970518365
PI340857	NCRIPS	-21.34620455	-18.46684136
PI340858	NCRIPS	-13.52344455	-21.12524636
PI340859	NCRIPS	-35.61163255	-29.77192136
PI340860	NCRIPS	-38.94479255	-12.58552136
PI340862	NCRIPS	-43.61241255	-23.99699336
PI340863	NCRIPS	-44.68743255	-13.15709936
PI340865	NCRIPS	-18.53634055	-13.26916436
PI340866	NCRIPS	-12.84696855	-3.492818365
PI340867	NCRIPS	-26.99482055	-17.61663536
PI340868	NCRIPS	-16.41822455	-2.835587365
PI340869	NCRIPS	-10.51467655	21.03416464
PI340870	NCRIPS	-8.958220548	1.904715635
PI340871	NCRIPS	-4.140732548	12.36535564
PI340872	NCRIPS	-16.39163655	-5.431310365
PI340873	NCRIPS	-48.37847255	-29.89635536
PI340874	NCRIPS	-8.944880548	-6.489464365
PI340875	NCRIPS	-21.92571255	-16.45962236
PI340876	NCRIPS	-6.570268548	7.733025635
PI340878	NCRIPS	-14.90970055	0.447591635
PI343953	NCRIPS	-28.20940455	-26.47200236
PI358521	NCRIPS	-40.20758455	-40.10812736
PI358522	NCRIPS	-31.20050855	-23.75193836
PI358523	NCRIPS	-12.31916455	-27.11221436
PI358524	NCRIPS	-34.07624455	-29.39936336
PI358525	NCRIPS	-4.248556548	-6.617339365
PI358526	NCRIPS	-26.42248855	-24.48505736
PI358527	NCRIPS	-7.502136548	-27.22055936
PI358528	NCRIPS	1.201063452	-18.71189636
PI358529	NCRIPS	-31.45084055	-26.99559236
PI358530	NCRIPS	-25.66376455	-13.61512436
PI358531	NCRIPS	-21.61217655	-19.65398636
PI358533	NCRIPS	-15.67477255	-29.74262636
PI358534	NCRIPS	-32.02538055	-32.95131236
PI358535	NCRIPS	-3.290192548	-17.39334236
PI358536	NCRIPS	7.785503452	-19.62376136
PI358537	NCRIPS	2.899291452	-22.00037636
PI358538	NCRIPS	-15.26610855	-19.00949636
PI358539	NCRIPS	-22.38304455	-18.65377136
PI369438	NCRIPS	-41.77995655	-24.76973036
PI369442	NCRIPS	-41.18867255	-30.89117636
PI391416	NCRIPS	40.84883145	46.21586764
PI391660	NCRIPS	-14.75560055	-12.72771836
PI391662	NCRIPS	-47.17152455	-33.79314836
PI391663	NCRIPS	4.274875452	16.83447064
PI391665	NCRIPS	-21.50389255	-16.57587236
PI391666	NCRIPS	-26.33196055	-27.35401436
PI391667	NCRIPS	-29.28433255	-19.52164736
PI391670	NCRIPS	-56.67770055	-36.00478136
PI391672	NCRIPS	-39.92394855	-37.83771836
PI391676	NCRIPS	-27.51121655	-4.747202365
PI391678	NCRIPS	7.604079452	5.531901635
PI391680	NCRIPS	11.09419145	5.900460635
PI405705	NCRIPS	-17.44393255	-5.279534365
PI405706	NCRIPS	-30.80656455	-33.19367036
PI405707	NCRIPS	-33.83262855	-33.67010936
PI405709	NCRIPS	-39.43156455	-16.87282136
PI405713	NCRIPS	-1.042908548	-8.121521365
PI406106	NCRIPS	-14.35245655	-21.84357836
PI406107	NCRIPS	-11.39152855	-12.30624236
PI406108	NCRIPS	-48.10762455	-33.06049436
PI406109	NCRIPS	-2.914556548	-15.86581736
PI406110	NCRIPS	-13.56263655	-26.84986136
PI406112	NCRIPS	9.858631452	8.361054635
PI406113	NCRIPS	-27.77636055	-19.37461436
PI406116	NCRIPS	-46.52798455	-25.67415536
PI406118	NCRIPS	-3.537488548	-6.589439365
PI406119	NCRIPS	-12.58881655	6.197874635
PI406120	NCRIPS	-9.570204548	5.271966635
PI406123	NCRIPS	-6.014680548	-6.680114365
PI406124	NCRIPS	3.944687452	6.200106635
PI406125	NCRIPS	-10.66362455	-17.35632836
PI406126	NCRIPS	-12.71605255	-2.416994365
PI406128	NCRIPS	-1.704848548	-12.12712436
PI406131	NCRIPS	-26.69600455	-23.01333236
PI415077	NCRIPS	-54.64532855	-29.86166636
PI415078	NCRIPS	-64.08876055	-31.74268436
PI415080	NCRIPS	-33.31246055	-19.91196836
PI415082	NCRIPS	-38.67422055	-23.60918336
PI415085	NCRIPS	-28.47970055	-32.24553536
PI415089	NCRIPS	-22.46087655	-31.53473636
PI427109	NCRIPS	-15.47108455	-12.15149036
PI427111	NCRIPS	-17.59610055	-13.79219636
PI433486	NCRIPS	-40.96474455	-33.63876836
PI433487	NCRIPS	-48.48749255	-44.30856536
PI433488	NCRIPS	-45.97994055	-38.27825936
PI452250	NCRIPS	-28.94025255	-25.52823836
PI459078	NCRIPS	-6.466768548	15.73056064
PI459080	NCRIPS	-36.36410055	-8.527931365
PI506243	NCRIPS	17.08145945	16.92635464
PI506245	NCRIPS	20.49318745	30.89383864
PI506246	NCRIPS	12.33536345	19.84339264
PI506247	NCRIPS	17.35644745	-1.977197365
PI506248	NCRIPS	-3.613480548	11.65836964
PI506249	NCRIPS	49.80567545	41.76209764
PI506252	NCRIPS	11.72420745	4.040832635
PI506253	NCRIPS	-6.493724548	-2.590718365
PI506254	NCRIPS	-10.56389655	2.737344635
PI506255	NCRIPS	6.372567452	-4.464575365
PI506411	NCRIPS	-53.06246855	-36.66935936
PI506413	NCRIPS	-27.18995255	-23.62397036
PI508277	NCRIPS	-14.52385255	-16.95763736
PI509045	NCRIPS	-5.532600548	-12.09420236
PI509542	NCRIPS	-17.62609255	-21.30659636
PI510674	NCRIPS	-41.17763255	-36.55478336
PI511309	NCRIPS	0.598279452	-4.014269365
PI511310	NCRIPS	-2.026848548	-6.863138365
PI511311	NCRIPS	2.817135452	-3.010985365
PI511313	NCRIPS	-4.962660548	-1.572461365
PI511315	NCRIPS	-6.192792548	2.112384635
PI511317	NCRIPS	38.88739145	41.77604764
PI511318	NCRIPS	-24.56648055	0.737379635
PI511804	NCRIPS	-20.54681655	-14.04562136
PI511805	NCRIPS	-6.999356548	-3.412094365
PI517968	NCRIPS	-34.10761655	-23.94779636
PI517971	NCRIPS	-31.34329255	-16.59251936
PI517972	NCRIPS	3.904023452	-5.877152365
PI517973	NCRIPS	-3.430216548	-14.82542636
PI517974	NCRIPS	5.935843452	-6.765395365
PI518660	NCRIPS	-32.54665255	-26.69799236
PI520771	NCRIPS	-8.465744548	-8.844224365
PI520772	NCRIPS	-26.00499255	-26.09237636
PI520774	NCRIPS	-15.89180055	-9.508616365
PI522250	NCRIPS	-57.77434055	-38.83653836
PI522252	NCRIPS	-36.02480455	-21.03131636
PI524969	NCRIPS	-5.864628548	-18.00900236
PI527699	NCRIPS	-16.29503655	-19.02539936
PI531081	NCRIPS	-26.09092055	-21.21871136
PI531082	NCRIPS	-5.886984548	6.087018635
PI531084	NCRIPS	1.028195452	-9.892706365
PI531085	NCRIPS	-32.88042855	-28.63685636
PI531509	NCRIPS	4.784463452	5.580075635
PI531510	NCRIPS	4.471111452	11.45916364
PI531511	NCRIPS	-3.293688548	-9.341867365
PI533658	NCRIPS	-25.23154855	-13.45683836
PI533659	NCRIPS	-36.27026055	-18.27182036
PI535913	NCRIPS	-8.510272548	-13.23819536
PI535914	NCRIPS	-39.84519655	-27.47119436
PI535920	NCRIPS	-39.99800855	-28.60821236
PI535921	NCRIPS	-45.22931255	-30.46904936
PI535925	NCRIPS	-34.36705655	-22.15094336
PI536520	NCRIPS	-2.102196548	11.62972564
PI537097	NCRIPS	-25.13246455	-15.08573336
PI537099	NCRIPS	-22.72979255	-25.17195536
PI538007	NCRIPS	-27.85584855	-23.13004736
PI538009	NCRIPS	-6.821980548	-24.57396536
PI538011	NCRIPS	-24.62922455	-19.12900136
PI538231	NCRIPS	-16.60682455	-29.13570836
PI538235	NCRIPS	-67.58954455	-38.13169136
PI538236	NCRIPS	-23.50470855	-24.57377936
PI538239	NCRIPS	-20.48885655	-20.41714436
PI538242	NCRIPS	-19.92977255	-18.51203936
PI539859	NCRIPS	46.04848745	31.60063864
PI539870	NCRIPS	-26.72838855	-22.81115036
PI539871	NCRIPS	-47.99428055	-35.69509136
PI539872	NCRIPS	3.397839452	-18.46386536
PI539920	NCRIPS	-21.57730855	-22.97287736
PI539921	NCRIPS	-37.16394855	-29.25707336
PI539922	NCRIPS	-1.015124548	-0.122126365
PI539923	NCRIPS	-25.60773655	-24.47054936
PI539924	NCRIPS	-11.82871255	-13.71268136
PI539926	NCRIPS	-25.06171655	-19.91894336
PI539927	NCRIPS	-28.83371655	-30.87146036
PI539930	NCRIPS	-45.96356455	-36.15246536
PI540742	NCRIPS	28.04252345	25.97079064
PI540743	NCRIPS	22.06445545	9.171735635
PI540744	NCRIPS	-1.526460548	9.730479635
PI540745	NCRIPS	4.101271452	-0.587498365
PI540746	NCRIPS	29.66595545	25.46161564
PI540747	NCRIPS	23.49818345	15.09072064
PI540749	NCRIPS	8.809739452	6.284643635
PI540751	NCRIPS	12.54659545	15.80728564
PI542715	NCRIPS	-13.51185255	-4.189109365
PI542716	NCRIPS	-12.57924855	2.610771635
PI542776	NCRIPS	-28.65514455	-3.965444365
PI542777	NCRIPS	-38.17880055	-24.57191936
PI542778	NCRIPS	-21.98532855	-14.75623436
PI542948	NCRIPS	54.42241945	42.28271164
PI542952	NCRIPS	0.123743452	-11.39698136
PI542955	NCRIPS	-9.413712548	-12.05504936
PI542956	NCRIPS	-31.99750455	-14.21618336
PI542957	NCRIPS	-17.26756855	-14.83593536
PI542958	NCRIPS	-14.79764455	-3.193172365
PI542959	NCRIPS	6.096015452	11.04810364
PI543008	NCRIPS	19.23435145	13.34883064
PI543916	NCRIPS	-14.37058055	0.707526635
PI547086	NCRIPS	-13.54239655	-17.63616536
PI547088	NCRIPS	-4.766148548	-11.02433036
PI548783	NCRIPS	-18.44332855	-11.07631736
