model,source_panel,target_panel,distance,abs_error
Ridge,USP,NCRIPS,72.72868478038676,6.653976627574673
Ridge,USP,NCRIPS,174.41577014884658,14.69041603769588
Ridge,USP,NCRIPS,112.46511583304327,80.94066352144776
Ridge,USP,NCRIPS,127.15377076104583,85.53295592838879
Ridge,USP,NCRIPS,151.28970719404742,5.639537667919129
Ridge,USP,NCRIPS,95.1714090373183,4.367822872550062
Ridge,USP,NCRIPS,114.11899647494708,19.988992819141302
Ridge,USP,NCRIPS,129.77885294996565,16.790637117094818
Ridge,USP,NCRIPS,92.91763967662149,75.59915821348726
Ridge,USP,NCRIPS,90.35545503103515,73.90317535927313
Ridge,USP,NCRIPS,84.1905432474612,57.007034803873275
Ridge,USP,NCRIPS,83.52211738054501,45.57803012893355
Ridge,USP,NCRIPS,85.79319207294346,45.70778733333997
Ridge,USP,NCRIPS,145.03524713221375,30.680020287516797
Ridge,USP,NCRIPS,99.67616923611766,20.495574036675713
Ridge,USP,NCRIPS,115.68207909952116,34.49365089290805
Ridge,USP,NCRIPS,84.32201221817994,45.04643566604435
Ridge,USP,NCRIPS,96.37498245553843,41.20667878023648
Ridge,USP,NCRIPS,88.15212972133965,7.948273607242271
Ridge,USP,NCRIPS,88.06826417454934,22.72581649733875
Ridge,USP,NCRIPS,82.55089163522491,32.19259580029027
Ridge,USP,NCRIPS,172.90415272454322,27.06344047916099
Ridge,USP,NCRIPS,86.67965643450198,14.861164088533627
Ridge,USP,NCRIPS,81.27352615914785,36.198797246985045
Ridge,USP,NCRIPS,85.0814343142684,43.23287337160876
Ridge,USP,NCRIPS,116.41935793810867,19.95176338392503
Ridge,USP,NCRIPS,106.49750529089968,46.379472869168424
Ridge,USP,NCRIPS,88.35661024695995,44.909670940673834
Ridge,USP,NCRIPS,87.57730076561619,53.53657640731403
Ridge,USP,NCRIPS,31.31518125985529,12.988007500697176
Ridge,USP,NCRIPS,62.27940007609215,35.776456628249406
Ridge,USP,NCRIPS,201.06699541016246,8.781153017310402
Ridge,USP,NCRIPS,91.19872823548587,19.201014307690293
Ridge,USP,NCRIPS,95.1166746357532,36.26137780016916
Ridge,USP,NCRIPS,103.8881644049481,27.129533725839078
Ridge,USP,NCRIPS,35.503035610328304,8.902950514991131
Ridge,USP,NCRIPS,35.42642494064316,13.71691379897857
Ridge,USP,NCRIPS,36.03972336649878,1.4277030829173212
Ridge,USP,NCRIPS,28.308110709377235,4.066009500036618
Ridge,USP,NCRIPS,42.96205666494596,7.734514051332872
Ridge,USP,NCRIPS,39.05830055106176,11.480672327980319
Ridge,USP,NCRIPS,40.52882723589101,2.045670610105689
